Title	Register type	Register	Division factor	Unit	Size of variable	Min value	Max value	Default value	
Tot. production	MODBUS_INPUT_REGISTER	3821	10	kWh	u32	0	0	0
Tot. consumption	MODBUS_INPUT_REGISTER	3823	10	kWh	u32	0	0	0
Production (PV Power)	MODBUS_HOLDING_REGISTER	5984	1	kW	u16	0	65535	0
Current power	MODBUS_INPUT_REGISTER	2727	100	kW	u32	0	0	0
Speed, circulation pump, standby mode (EB100)	MODBUS_HOLDING_REGISTER	5996	1	%	u8	1	100	30
Speed circulation pump waiting mode heat pump 1	MODBUS_HOLDING_REGISTER	5995	1	%	u8	1	100	30
Power limitation activation	MODBUS_HOLDING_REGISTER	6012	1		u8	0	1	0
External reading of BT68 activated	MODBUS_HOLDING_REGISTER	6003	1		u8	0	1	0
External reading of value BT68	MODBUS_HOLDING_REGISTER	6004	10	°C	s16	0	0	0
External reading of BT69 activated	MODBUS_HOLDING_REGISTER	6005	1		u8	0	1	0
External reading of value BT68	MODBUS_HOLDING_REGISTER	6006	10	°C	s16	0	0	0
Priority	MODBUS_INPUT_REGISTER	3804	1		u8	0	0	0
Input AUX7	MODBUS_HOLDING_REGISTER	1555	1		u8	0	69	0
Input AUX8	MODBUS_HOLDING_REGISTER	1556	1		u8	0	69	0
Input AUX9	MODBUS_HOLDING_REGISTER	1557	1		u8	0	69	0
Immersion heater power, emergency mode	MODBUS_HOLDING_REGISTER	3028	100	kW	s16	0	4500	940
Set point value power	MODBUS_HOLDING_REGISTER	5997	10	kW	u16	0	600	0
All sub units operating prio	MODBUS_INPUT_REGISTER	3825	1		u32	0	0	0
